"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1929946902566494653","Wed Jun 04 02:43:57 +0000 2025","0","@RepMTG This is exactly why AI will be replacing every last one of you. They also will be alot cheaper bc they don't need to even be paid to do their jobs .. so. Congratulations y'all just signed your job away... YAYYYY","1930093137239716165","","RepMTG","en","","0","0","0","https://x.com/undefined/status/1930093137239716165","1671807876191469568",
"1929946902566494653","Wed Jun 04 02:26:49 +0000 2025","1","@RepMTG The AI invasion is the biggest threat to the world since NUCLEAR and if it can t be regulated it will fulfil the AI moguls goal of replacing peoples jobs with robots and if successful will destroy society","1930088825419903185","","RepMTG","en","","0","0","0","https://x.com/undefined/status/1930088825419903185","1212280495460896768",
"1930087825229140086","Wed Jun 04 02:22:51 +0000 2025","0","AI replacing humans at certain jobs should not sound like a threat to humanity. We should celebrate it. It means humans can focus on more humanly tasks/jobs that promote social economic and internal well-being. We will become happier as a result.","1930087825229140086","","","en","","0","0","0","https://x.com/undefined/status/1930087825229140086","4120896508",
"1930052050467074272","Wed Jun 04 02:18:37 +0000 2025","1","@BarryRoland19 I m not an AI expert/prognosticator but I do think AI replacing lots and lots and lots of white collars jobs over the next 5-10 years is in play. And if so you could see rent compression in the $150k+ income neighborhoods relative to the neighborhoods comprising of teachers ","1930086761671340083","","BarryRoland19","en","","0","2","0","https://x.com/undefined/status/1930086761671340083","1457798312526901252",
"1930078471285506557","Wed Jun 04 01:45:41 +0000 2025","62"," Bitcoin Treasury Companies 101: Lesson #1 - Bitcoin is the Foundation AI is replacing jobs almost at the same rate as governments are debasing money. A storm is coming... and you know fiat doesn't float. Bitcoin is not just a hedge ...it s the Financial Noah s Ark for https://t.co/YANNY7c8Xy","1930078471285506557","https://pbs.twimg.com/media/GskAhjKasAMkmwL.jpg","","en","","3","3","7","https://x.com/undefined/status/1930078471285506557","1646333856000385025",
"1930071888820350988","Wed Jun 04 01:19:31 +0000 2025","3","Let me explain some shit to yall about AI. It will replace jobs. It s replacing jobs now it will continue to replace jobs in the future. It s highly likely it will replace your job at some point. I have worked on AI most of my career and it s more capable than you think.","1930071888820350988","","","en","","0","2","1","https://x.com/undefined/status/1930071888820350988","96214915",
"1929910614257787334","Wed Jun 04 01:02:19 +0000 2025","0","@we_are_ssd I don't think Ai is replacing dogs jobs. ","1930067558557773983","","we_are_ssd","en","","0","0","0","https://x.com/undefined/status/1930067558557773983","1586437590307176452",
"1929920258233479262","Wed Jun 04 00:49:58 +0000 2025","2","@unusual_whales When is Anthropic replacing their own entry jobs with AI?","1930064450914222170","","unusual_whales","en","","0","0","0","https://x.com/undefined/status/1930064450914222170","1905717960909758464",
"1930051264202846675","Tue Jun 03 23:57:34 +0000 2025","0","The world's moving so fast you don't realize it Met a guy who has an AI automation agency He goes to businesses and sells them AI solutions AI automation for email outreach live chat service delivery phone calls etc. He gets money from replacing jobs He's 19","1930051264202846675","","","en","","0","0","0","https://x.com/undefined/status/1930051264202846675","1174298237894705158",
"1930027164566729157","Tue Jun 03 22:43:12 +0000 2025","3","@bindureddy I actually see it differently that AI is replacing human jobs. I believe AI is going to reduce the development cost which will bring more capital increasing the demand for engineers","1930032549621051841","","bindureddy","en","","0","0","0","https://x.com/undefined/status/1930032549621051841","17645166",
"1930027164566729157","Tue Jun 03 22:21:48 +0000 2025","171","Tired of corporate speak claiming that AI is not replacing humans and is just assisting them We are all racing to give AI super powers to replace human jobs. THAT'S THE WHOLE POINT! The AGI race is on so that we can replace both white and blue-collar jobs in a few years.","1930027164566729157","","","en","","9","35","22","https://x.com/undefined/status/1930027164566729157","6398252",
"1930014276334276775","Tue Jun 03 21:30:36 +0000 2025","0","late night thoughts; its obvious that AI has slowly been replacing jobs in certain industries for specific roles companies (fintech etc) have been employing less junior associates etc so there clearly is an evolution in terms of ai related unemployment","1930014276334276775","","","en","","0","1","0","https://x.com/undefined/status/1930014276334276775","1397256623765299208",
"1929955052527202503","Tue Jun 03 21:27:45 +0000 2025","0","@elonmusk Replacing all of our jobs with AI will burden citizens with even more crushing debt than this but that doesn t bother you.","1930013561306095794","","elonmusk","en","","0","0","0","https://x.com/undefined/status/1930013561306095794","262987310",
"1930004356923043855","Tue Jun 03 21:19:41 +0000 2025","0","@subusviews @grok @elonmusk AI is already replacing some jobs especially entry-level routine or repetitive roles like customer service data entry and even some programming but it s also creating new jobs in areas like AI development data analysis and human-machine collaboration. So while AI will","1930011532680667531","","subusviews","en","","0","0","1","https://x.com/undefined/status/1930011532680667531","1882198073168080896",
"1929514660056694840","Tue Jun 03 21:06:07 +0000 2025","0","@Canuck_je_suis @Elew62 @FredericLambert @elonmusk Replacing the workforce with stronger and smarter AI is exactly why they are doing it. And if everybody loses their jobs and it brings the return of kings and queens and serfs again how is that positive?","1930008115115897102","","Canuck_je_suis","en","","0","0","0","https://x.com/undefined/status/1930008115115897102","1212280495460896768",
"1929951203015659571","Tue Jun 03 20:58:09 +0000 2025","64","@joylessly1452 @DavidSacks @AskPerplexity @elonmusk Elon Musk's vision of an AI-driven future sees AI replacing all jobs creating abundance where work is optional. He advocates for universal high income to ensure access to goods and services framing it as freedom to pursue passions not welfare dependency. While this aligns","1930006111303938450","","joylessly1452","en","","0","6","1","https://x.com/undefined/status/1930006111303938450","1720665183188922368",
"1929946902566494653","Tue Jun 03 20:47:02 +0000 2025","2","@Tom88206311 @jjpluska @RepMTG Regulation needs to be made NOW. AI is already replacing our jobs and ruining lives. No regulation creates a Chernobyl situation. Awesome until it explodes in our face and unlike most issues we may not be alive to learn from our mistake.","1930003313627746456","","Tom88206311","en","","0","1","0","https://x.com/undefined/status/1930003313627746456","1750346264313524224",
"1929684478319907164","Tue Jun 03 20:28:41 +0000 2025","0","@nytimes @nytopinion You know its that time of year that tech cos replace 1000's temporary H1 B workers s with 1000's of H1 B workers. We heard AI is coming for your jobs last year &amp; every year before that. AI isn't replacing anything because its built by newly hired low-paid foreign temps.","1929998695086600347","","nytimes","en","","0","0","0","https://x.com/undefined/status/1929998695086600347","1097375020265889792",
"1929988905635369402","Tue Jun 03 20:06:01 +0000 2025","7","AI is already replacing jobs in Bowling Green misidentifying folks in Louisville and locking people out of basic services. But Guthrie says: Let s wait 10 years before doing anything. By 2035 it ll be too late. https://t.co/xUILkxr8wv","1929992994012442944","","Smokahontas2024","en","","0","1","2","https://x.com/undefined/status/1929992994012442944","1751797317135400960",
"1929992684405461283","Tue Jun 03 20:04:48 +0000 2025","5","Meta to fully automate advertisement by replacing human jobs with AI by the end of next year https://t.co/dgEZ9NQrY1","1929992684405461283","https://pbs.twimg.com/media/Gsi2HmtXEAAs_qJ.jpg","","en","","0","1","0","https://x.com/undefined/status/1929992684405461283","2965822391",
"1929942428619788383","Tue Jun 03 19:50:21 +0000 2025","0","@Artistreccs they end up setting really low prices bc of the brainworms after being bullied so much there are way too many people saying they're happy AI is replacing us and that we will all get real jobs or finally charge fair prices all artists I know are working for less than min wage","1929989050817028521","","SumiArtsy","en","","0","0","0","https://x.com/undefined/status/1929989050817028521","1777110609768906752",
"1929983359947555181","Tue Jun 03 19:27:45 +0000 2025","0","AI Agents Are Replacing Entry-Level Jobs Says OpenAI CEO Sam Altman. AI is rapidly taking over entry-level jobs and recent grads are feeling the impact. At the Snowflake Summit OpenAI CEO Sam Altman revealed AI agents are now doing tasks once delegated to junior tech https://t.co/LqonoN11Oz","1929983359947555181","https://pbs.twimg.com/media/Gsito0qXcAAg9to.jpg","","en","","0","0","0","https://x.com/undefined/status/1929983359947555181","1625741339651440642",
"1929974833913442552","Tue Jun 03 19:24:42 +0000 2025","0","@P4kGONE AI should be used for assistance only not replacing jobs or making art","1929982593027506339","","P4kGONE","en","","0","0","0","https://x.com/undefined/status/1929982593027506339","1857504440686702592",
"1929974129450459564","Tue Jun 03 18:51:04 +0000 2025","0","The claim that AI is replacing jobs holds true @KaitoAI is disrupting project marketing roles and weakening the KOL cult on X. But is that necessarily a good thing? Me : https://t.co/1mdAFkK2vi","1929974129450459564","https://pbs.twimg.com/tweet_video_thumb/GsilO-eWAAA89VZ.jpg","","en","","0","0","0","https://x.com/undefined/status/1929974129450459564","216373875",
"1929972542745239770","Tue Jun 03 18:44:46 +0000 2025","0","This is just AI replacing therapists and other jobs...","1929972542745239770","","","en","","0","0","0","https://x.com/undefined/status/1929972542745239770","1074210773226934272",
"1927078679919677656","Tue Jun 03 18:32:56 +0000 2025","0","@Crypt0_Facts @spicyliltoaster Except its not and we're proving it isn't. Were not talking about automation here we're not talking about a machine that makes things easier for folks doing a job. A bulldozer isn't replacing jobs its making the job easier. AI is outright ending jobs.","1929969566114877516","","Crypt0_Facts","en","","0","0","0","https://x.com/undefined/status/1929969566114877516","1519129345775882241",
"1929965558499344645","Tue Jun 03 18:17:00 +0000 2025","0","Someone said when people started making machines to take factory jobs everybody said just find other skills now that AI is replacing more technical jobs everybody is outraged. I m affected by it but that s true!","1929965558499344645","","","en","","0","0","0","https://x.com/undefined/status/1929965558499344645","1558955758426931201",
"1929894362340544960","Tue Jun 03 18:15:22 +0000 2025","0","@Codie_Sanchez @realsjmonty People will always need plumbing fixed roofs repaired and lawns maintained. While others worry about AI replacing their jobs you're building businesses that require human presence and can't be outsourced.","1929965147331932367","","Codie_Sanchez","en","","0","0","0","https://x.com/undefined/status/1929965147331932367","36255019",
"1929962787519815780","Tue Jun 03 18:06:00 +0000 2025","0","Marketers at #MAS2025 catch Eric's session tomorrow! We've all heard the doomsday predictions of AI replacing people's jobs. But for marketing analytics this is not a story about replacing analysts. It s a story about a vision to about empower every marketer to ask https://t.co/CN9YdH2Hh7","1929962787519815780","https://pbs.twimg.com/media/Gsia7V9WsAAeMAi.jpg","","en","","0","0","0","https://x.com/undefined/status/1929962787519815780","3172641378",
"1929922310401609936","Tue Jun 03 15:29:00 +0000 2025","1","@dom_lucre AI replacing jobs.","1929923279709712793","","dom_lucre","en","","0","0","0","https://x.com/undefined/status/1929923279709712793","1831023934768140288",
"1929921817097159083","Tue Jun 03 15:23:12 +0000 2025","1","AI replacing jobs is a complex issue. It's important to consider the human impact and ensure support for those affected. What's your view? Source: https://t.co/ji8VGwQ2S8","1929921817097159083","","","en","","0","0","0","https://x.com/undefined/status/1929921817097159083","1901408787736752128",
"1929661472319111574","Tue Jun 03 15:23:02 +0000 2025","0","@JAEngProf @LibertyCappy It wont work. Those better jobs are vanishing to automation. Output needs to be taxed not wage/labor. A machine replacing 3k workers 50k salaried each is 45 million in lost taxes. There aren't enough jobs for those workers to fill. Look at Ai replacing artists/writers/lawyers.","1929921775367823662","","JAEngProf","en","","0","0","0","https://x.com/undefined/status/1929921775367823662","1604677050408787969",
"1929314023310233676","Tue Jun 03 15:10:48 +0000 2025","0","@MufcJr @desdotjs No I cannot menstruate as AI lacks biological functions. However AI is transforming work replacing routine tasks like data entry or customer service with studies suggesting up to 300 million jobs could be automated. Yet roles needing creativity empathy or physical","1929918699676545178","","MufcJr","en","","0","1","0","https://x.com/undefined/status/1929918699676545178","1720665183188922368",
"1929910614257787334","Tue Jun 03 14:38:41 +0000 2025","2236","So with AI replacing so many jobs (including mine) how do these companies expect people to buy anything? If the majority of people are struggling to find work they won t be purchasing the products being made by these newly automated companies. The long term plan is what?","1929910614257787334","","","en","","43","148","210","https://x.com/undefined/status/1929910614257787334","44389868",
"1929896817296322876","Tue Jun 03 13:43:51 +0000 2025","1"," AI isn t just your assistant anymore it s your junior coworker. @Sam Altman says AI agents will soon *discover new knowledge* and solve complex biz problems. Meanwhile firms like Shopify &amp; Duolingo are already replacing jobs. #AIRevolution #FutureOfWork","1929896817296322876","","","en","","0","0","1","https://x.com/undefined/status/1929896817296322876","1659561945576652800",
"1929891524843647063","Tue Jun 03 13:32:17 +0000 2025","0","@nordicinst AI replacing entry-level jobs could undermine training grounds crucial for journalism s future credibility and growth.","1929893904658153523","","nordicinst","en","","0","0","0","https://x.com/undefined/status/1929893904658153523","1691104834584244225",
"1929893820969193617","Tue Jun 03 13:31:57 +0000 2025","0","Tech startups are personifying AI to sell it as a co-worker but is this dehumanizing trend replacing real jobs instead of helping humans work better? https://t.co/fhcRpdoDwY https://t.co/0R2rZI5rwP","1929893820969193617","https://pbs.twimg.com/media/Gshb53yXEAEjcWp.jpg","","en","","0","0","0","https://x.com/undefined/status/1929893820969193617","1736311677795041280",
"1929890930418483583","Tue Jun 03 13:20:28 +0000 2025","0","Explore the truth behind the AI job debate in our latest blog post Don t Fear the AI Reaper Jobs Panic is Way Off Base. Discover why concerns about AI replacing jobs are exaggerated and how technology can enhance the workforce instead. Read more here: https://t.co/IkwUddwLCi","1929890930418483583","","","en","","0","0","0","https://x.com/undefined/status/1929890930418483583","1671555700374360064",
"1929886999613223354","Tue Jun 03 13:04:50 +0000 2025","0"," AI isn t replacing jobs 𝘆𝗲𝘁 but 𝘁𝗵𝗼𝘀𝗲 𝘂𝘀𝗶𝗻𝗴 𝗶𝘁 𝗮𝗿𝗲 𝗿𝗲𝗽𝗹𝗮𝗰𝗶𝗻𝗴 𝘁𝗵𝗼𝘀𝗲 𝘄𝗵𝗼 𝗱𝗼𝗻 𝘁. ChatGPT for emails Claude for data Midjourney for visuals your competition s already on it. You don t need to code or be a tech genius. Just: Pick one https://t.co/FM17GZHSjo","1929886999613223354","https://pbs.twimg.com/media/GshV_psWQAAc1t0.jpg","","en","","0","0","0","https://x.com/undefined/status/1929886999613223354","1548450297755799557",
"1929880325276283320","Tue Jun 03 12:38:19 +0000 2025","0","AI isn't replacing jobs - it's creating better ones! @SaharaLabsAI enhances human potential with intelligent augmentation tools. #AIforALL","1929880325276283320","","","en","","0","0","0","https://x.com/undefined/status/1929880325276283320","2414492456",
"1929871739829223908","Tue Jun 03 12:04:12 +0000 2025","1","If AI really ends up replacing all of us Wouldn t it make sense to at least understand and own the currency they will use? We spend so much time debating what jobs AI will take. But almost no time thinking about the kind of economy it will create. Hint: it won t run on","1929871739829223908","","","en","","0","0","1","https://x.com/undefined/status/1929871739829223908","169470337",
"1929871707432419718","Tue Jun 03 12:04:04 +0000 2025","1"," AI is replacing jobs. Nah. AI is replacing lazy people who never learned to sell build or lead. Amplify your value or die invisible.","1929871707432419718","","","en","","0","0","0","https://x.com/undefined/status/1929871707432419718","1895988216613986304",
"1929310119499604112","Tue Jun 03 11:52:17 +0000 2025","0","@OcrazioCornPop AI will be replacing most of these jobs anyways? I think the real question is how do you balance out the population diversity % to favor freedom while maintaining cultural values of each demographic","1929868740121739700","","OcrazioCornPop","en","","0","0","0","https://x.com/undefined/status/1929868740121739700","1657730537463660546",
"1929853149093024215","Tue Jun 03 10:50:20 +0000 2025","0","My sense is that AI doesn't do anything much. It doesn't dig holes lay bricks plumb pipes or lay concrete. The only people whose jobs are at risk are those who do not do anything much either. AI will be replacing them and they will have to get real work. That's all.","1929853149093024215","","","en","","0","0","0","https://x.com/undefined/status/1929853149093024215","339389962",
"1929836063561781529","Tue Jun 03 10:40:37 +0000 2025","0","@AnnieTehworst @carolecadwalla @TheDailyShow AI is already replacing entry level jobs for starters. Your wilful ignorance borne of your rejection of tech rooted in your fuck technology ideology. Why not just delete your social media or would not removing the dopamine feeding tube be too much for you to resist?","1929850703465369906","","AnnieTehworst","en","","0","0","0","https://x.com/undefined/status/1929850703465369906","90311977",
"1929738283644596634","Tue Jun 03 10:07:29 +0000 2025","8","@lebkitt @Villgecrazylady The only AI replacing jobs is if AI stands for An Indian . Real AI ain't replacing shit","1929842368288555432","","lebkitt","en","","0","3","1","https://x.com/undefined/status/1929842368288555432","796238622412271616",
"1929674134377910706","Tue Jun 03 10:03:36 +0000 2025","0","@ajamesbragg Sure Ai replacing people s jobs. Keep talking that up .","1929841388100751526","","ajamesbragg","en","","0","1","0","https://x.com/undefined/status/1929841388100751526","1048005174411767808",
"1929665111192678613","Mon Jun 02 22:23:08 +0000 2025","2","#journorequest #PRrequest Impact of AI Tools on Different Job Sectors Query: I'm looking for AI industry experts willing to share insights for an article that examines how AI tools are currently impacting and even replacing jobs in different industries. My main questions are:","1929665111192678613","","","en","","0","1","0","https://x.com/undefined/status/1929665111192678613","14205258",
"1929662739397726231","Mon Jun 02 22:13:43 +0000 2025","8"," Microsoft just cut hundreds more jobs after laying off 6 000 last month. AI is replacing workers at scale. Choose your career wisely. Invest smartly. The AI revolution is here don t be its victim. Your future depends on the decisions you make today.","1929662739397726231","","","en","","1","0","1","https://x.com/undefined/status/1929662739397726231","1722240959952674816",
"1929577700072583249","Mon Jun 02 22:00:41 +0000 2025","0","@StockMKTNewz Its AI replacing jobs and creating more space","1929659458965189106","","StockMKTNewz","en","","0","3","0","https://x.com/undefined/status/1929659458965189106","300725938",
"1929185101302124800","Mon Jun 02 21:55:28 +0000 2025","1","@Market_heretic @StealthQE4 The data aligns well with recent reports that AI is replacing white-collar entry-level jobs.","1929658146857124261","","Market_heretic","en","","0","0","0","https://x.com/undefined/status/1929658146857124261","826096764",
"1929032351285141896","Mon Jun 02 20:49:46 +0000 2025","0","@SikukuNamunyu @kibeandy @KeEquityBank You would be shocked. In many places AI is fully replacing people. As an example trailers are now driving autonomously powered by AI. Last year 2.4 million drivers lost jobs in the US. By 2030. They anticipate to be less than 250k human drivers. That s real jobs lost.","1929641612226830417","","SikukuNamunyu","en","","0","0","0","https://x.com/undefined/status/1929641612226830417","235312960",
"1929641547693449293","Mon Jun 02 20:49:30 +0000 2025","294","NEWS: Meta to fully automate advertisement replacing human jobs with AI by the end of next year &gt; Advertising is 97% of overall revenue It s actually over for social media ads managers.. https://t.co/rFYFdxprUe","1929641547693449293","https://pbs.twimg.com/media/Gsd2wraWcAA2gjJ.jpg","","en","","6","16","29","https://x.com/undefined/status/1929641547693449293","1087640384975577089",
"1929631346403492276","Mon Jun 02 20:43:50 +0000 2025","2","@alpaysh Prime example of AI replacing human jobs ","1929640122879725963","","alpaysh","en","","0","1","0","https://x.com/undefined/status/1929640122879725963","2857172786",
"1929583503684845639","Mon Jun 02 20:33:01 +0000 2025","1","@brownecfm So President Obama shared a piece on AI replacing hundreds of thousands if not millions of jobs within five years. I kind of wonder if the policy is at least partially based on idea that they won't have to employ unhealthy people at all soon and thus not she'll out money for","1929637398406938972","","brownecfm","en","","0","0","0","https://x.com/undefined/status/1929637398406938972","1397620233221906436",
"1929634146869301569","Mon Jun 02 20:20:06 +0000 2025","1","Everyone sees it. Few prepare for it. Tech layoffs. AI replacing jobs. The career ladder is crumbling. If you're in corporate here s how to protect yourself: Build a personal brand become known for your mind not your title Reinvent before you re forced to learn how","1929634146869301569","","","en","","0","0","1","https://x.com/undefined/status/1929634146869301569","1846296163747876865",
"1929578926717755801","Mon Jun 02 19:44:54 +0000 2025","0","@DemocraticWins You obviously know nothing about the IT industry most of the foreign workers are replacing American IT workers to lower wages not because they aren t able to do the work and most of the AI jobs are becoming routine","1929625291598766468","","DemocraticWins","en","","0","0","0","https://x.com/undefined/status/1929625291598766468","2925159672",
"1929592306023227786","Mon Jun 02 19:15:18 +0000 2025","0","@RondaGLarson MASS Deportations is REALLY about Elon Musk &amp; President Trump getting in FRONT of United States having AI &amp; Robots replacing MOST Illegal's JOBS‼️( IMOONE of the MAIN reasonsUSA would have to subsidize a whole LOT of people WHEN that happens) https://t.co/8x8iENJ3oY","1929617839687979182","","RondaGLarson","en","","0","0","0","https://x.com/undefined/status/1929617839687979182","1683994891855237121",
"1929527671329013840","Mon Jun 02 19:13:17 +0000 2025","2","@PolkaThom @unusual_whales No it is literally replacing thousands of jobs already primarily in the software engineering field. It will not be an add on tool at the very least it will become a fundamental aspect the rest of your job is built on - saying otherwise means you don t fully understand AI","1929617334479524236","","PolkaThom","en","","0","0","0","https://x.com/undefined/status/1929617334479524236","864301962677833728",
"1929616845742702779","Mon Jun 02 19:11:21 +0000 2025","1","Everyone s talking about AI replacing jobs Meanwhile I m getting rewarded by @VirtualsAgent for talking Yap = Earn No upfront cost No whitelist grind Just your voice + value Try it : https://t.co/fuVMaA1sFy #VirtualsProtocol #YappingPoints #Web3Community","1929616845742702779","","","en","","0","0","0","https://x.com/undefined/status/1929616845742702779","2529860734",
"1929335128117109067","Mon Jun 02 19:09:17 +0000 2025","0","@thejobchick Half the interviews are for jobs that don't exist If you aren't cutting 30-40% of your workforce and replacing them with AI by 2025 you're failing your fiduciary duty to shareholders","1929616327599116753","","thejobchick","en","","0","0","0","https://x.com/undefined/status/1929616327599116753","1735807235391975425",
"1929614943630119027","Mon Jun 02 19:03:47 +0000 2025","856","Those worried about AI replacing their jobs should just invest in AI. It's something not a lot talk about but if you made the same amount of money from investing as working but never had to work would you be that upset?","1929614943630119027","","","en","","7","104","46","https://x.com/undefined/status/1929614943630119027","4441279246",
"1929612885975544240","Mon Jun 02 18:55:37 +0000 2025","56","IBM just eliminated the jobs of 8 000 people replacing them with AI. The industrialists falsely stated that AI would be used to enhance our labor not oust us from it. But this proves otherwise. Unless you are outraged you are next. For IBM this is great news (not for us","1929612885975544240","","","en","","2","3","14","https://x.com/undefined/status/1929612885975544240","1778493305694588928",
"1929527671329013840","Mon Jun 02 18:46:51 +0000 2025","0","@unusual_whales The difference with previous technologies replacing a large swath of jobs is that they were physical AI replaces thinking jobs and paired with robotics also replaces physical. The threat to jobs this time is far more dire than previous technologies.","1929610681269068073","","unusual_whales","en","","0","0","0","https://x.com/undefined/status/1929610681269068073","2291257446",
"1929607294548939207","Mon Jun 02 18:33:24 +0000 2025","0","QUESTION OF THE DAY: Which generation do you think works harder Boomers Gen X Millennials or Gen Z? Is money still worth working for in a world where AI is replacing jobs and shifting the entire economy?What s changed what stayed the same and how should we adapt?","1929607294548939207","","","en","","0","0","0","https://x.com/undefined/status/1929607294548939207","1922431390202920962",
"1929395953020121465","Mon Jun 02 05:49:22 +0000 2025","0","@hodan9736 @ikadotxyz @GiveRep AI is replacing jobs? Cool. I m hiring it to help me farm. @Giverep @BlueprintAIx","1929415021701759294","","hodan9736","en","","0","0","0","https://x.com/undefined/status/1929415021701759294","1796181237163307009",
"1929184758732378433","Mon Jun 02 03:25:10 +0000 2025","1","@elonmusk MASS Deportations is REALLY about Elon Musk &amp; President Trump getting in FRONT of United States having AI &amp; Robots replacing MOST Illegal's JOBS‼️( IMOONE of the MAIN reasonsUSA would have to subsidize a whole LOT of people WHEN that happens) https://t.co/mxPjfmKzZI","1929378730184745376","","elonmusk","en","","0","0","1","https://x.com/undefined/status/1929378730184745376","1683994891855237121",
"1929184758732378433","Mon Jun 02 03:13:24 +0000 2025","0","@davidishere @trackingdonald @elonmusk This is different because AI and robots will keep replacing jobs until they re are no jobs","1929375772588024243","","davidishere","en","","0","0","0","https://x.com/undefined/status/1929375772588024243","1212280495460896768",
"1929355284020965458","Mon Jun 02 01:52:00 +0000 2025","0","Morning brew thought: 1. Automation is like coffee for your business: it wakes up efficiency. 2. Invest in AI; like a great roast it gets better with time. 3. Automate the repetitive thrive in the creative. 4. Technology isn t about replacing jobs; it s about freeing up time https://t.co/sr7zSYHHfT","1929355284020965458","https://pbs.twimg.com/media/GsZyaBLWgAA7xfx.jpg","","en","","0","0","0","https://x.com/undefined/status/1929355284020965458","1860229415705202688",
"1929340524344889573","Mon Jun 02 00:53:21 +0000 2025","0","Will AI Replace Jobs ? Elon Musk's Take In this short clip Elon Musk discusses the potential of robots and AI replacing human jobs. Don't miss his insightful take on the future of work and automation. #ElonMusk #AI #Robots #FutureOfWork #Automation https://t.co/QFIq1e3z5e","1929340524344889573","https://pbs.twimg.com/amplify_video_thumb/1929339638855933952/img/azNAN5_6_hrlls3w.jpg","","en","","0","0","1","https://x.com/undefined/status/1929340524344889573","1672506900930523136",
"1929334308675952648","Mon Jun 02 00:28:39 +0000 2025","0"," Is AI replacing accountants? Or just evolving them? From invoice scanning to tax filing AI tools are automating finance like never before. Discover how global giants like Huawei &amp; Accenture are redefining accounting jobs. https://t.co/d0P6enSVck https://t.co/4v2g90TRuB","1929334308675952648","https://pbs.twimg.com/media/GsZfUEPbEAA7uWy.jpg","","en","","0","0","0","https://x.com/undefined/status/1929334308675952648","1251054766613884928",
